t;Prec;Temp;PET
735405;0;16.3;2.76
735406;0;18;3.18
735407;0;19.8;3.64
735408;0;22.8;4.45
735409;0;22.8;4.45
735410;0;22.4;4.34
735411;0;22.9;4.47
735412;0;20.8;3.9
735413;0;21.9;4.2
735414;0;21;3.95
735415;0;23.8;4.72
735416;0;22.3;4.3
735417;0;21.1;3.97
735418;0;22.2;4.27
735419;0;24.5;4.9
735420;0;23.5;4.62
735421;0;24.8;4.98
735422;0;25.6;5.21
735423;0;24.9;5
735424;0;26.6;5.49
735425;0;25.2;5.08
735426;0;24.6;4.9
735427;0;24.4;4.84
735428;0;19.8;3.59
735429;0;18.4;3.23
735430;0;20.7;3.81
735431;0;21.8;4.1
735432;0;22.1;4.17
735433;0;22.8;4.36
735434;0;22.9;4.38
735435;0;23.4;4.51
735436;0;21.4;3.96
735437;0;22.8;4.33
735438;0;21.5;3.98
735439;0;22.6;4.26
735440;0;23;4.36
735441;0;22.6;4.24
735442;0;16.9;2.8
735443;0;17.4;2.92
735444;0;21;3.8
735445;0;23.4;4.42
735446;0;28;5.77
735447;0;28.5;5.91
735448;0;26;5.11
735449;0;24.8;4.76
735450;0;24.6;4.7
735451;0;25.3;4.88
735452;0;24.2;4.57
735453;0;21.2;3.78
735454;0;22;3.97
735455;0;23.2;4.27
735456;0;25.2;4.8
735457;0;25.3;4.81
735458;0;25.4;4.83
735459;0;24.4;4.55
735460;0;22;3.91
735461;0;23.8;4.37
735462;0;24.2;4.46
735463;0;24.2;4.45
735464;0;24.4;4.49
735465;0;26.8;5.13
735466;0;26.6;5.05
735467;0;25.9;4.84
735468;0;26.4;4.96
735469;0;26.3;4.92
735470;0;24.8;4.52
735471;0;23.5;4.17
735472;0;21;3.54
735473;0;20.6;3.44
735474;0;20.7;3.45
735475;3.9;19.8;3.23
735476;0.1;19.4;3.13
735477;0;19.4;3.12
735478;0;20.2;3.3
735479;0;20;3.24
735480;0;22;3.7
735481;0;22.4;3.78
735482;0;20.2;3.25
735483;0;18.2;2.8
735484;0;16.8;2.49
735485;0;17.4;2.61
735486;0;19.1;2.97
735487;0;20.2;3.2
735488;0;20.6;3.28
735489;0;21.5;3.48
735490;0.3;20.8;3.31
735491;0;20;3.12
735492;0;19.8;3.06
735493;0;20;3.1
735494;0;18.6;2.79
735495;0;16.8;2.4
735496;0;18.6;2.77
735497;0;20.6;3.19
735498;0;20.8;3.22
735499;0;20;3.04
735500;0;21;3.25
735501;0;19.8;2.98
735502;0;19.4;2.88
735503;0;20.4;3.08
735504;26.2;17.8;2.53
735505;37.8;15;1.98
735506;28;14.9;1.95
735507;76;16.8;2.31
735508;4.9;15.8;2.11
735509;0;18;2.53
735510;0.2;18.4;2.6
735511;0;16.8;2.28
735512;0;16.1;2.14
735513;0;17.2;2.34
735514;0;17;2.29
735515;0;18.8;2.64
735516;0;17.9;2.45
735517;0;17.2;2.31
735518;0;17.1;2.28
735519;0;13.8;1.68
735520;0;14.4;1.77
735521;0;15.2;1.91
735522;0;16.7;2.18
735523;0;18.4;2.49
735524;0;19.2;2.63
735525;0;17.4;2.28
735526;0;16.2;2.06
735527;0;14.4;1.73
735528;0;15;1.83
735529;19.3;14.1;1.67
735530;5.2;14.6;1.75
735531;0;17.2;2.2
735532;0;15.6;1.91
735533;4.2;11.2;1.19
735534;0.1;15;1.79
735535;0;17.1;2.15
735536;0;11.6;1.24
735537;0;9.8;0.97
735538;0;10.4;1.05
735539;0;11.5;1.21
735540;0;13.9;1.58
735541;0;12.9;1.42
735542;0;10.6;1.07
735543;0;13;1.42
735544;0;15;1.74
735545;0;12.7;1.37
735546;0;11.2;1.14
735547;0;10.6;1.05
735548;0;11.4;1.16
735549;0;14;1.55
735550;0;14.8;1.68
735551;0;13.2;1.42
735552;0;11.8;1.21
735553;0;9;0.82
735554;0;5.4;0.4
735555;2.2;4.2;0.28
735556;14.2;6;0.46
735557;0;7;0.57
735558;0;6.5;0.51
735559;0;4.8;0.33
735560;8.1;7.1;0.58
735561;0.1;5.6;0.41
735562;0;5.8;0.43
735563;0;6.2;0.47
735564;0;6.6;0.51
735565;0;6.2;0.47
735566;0;6.2;0.47
735567;0;6.1;0.46
735568;0;5.6;0.4
735569;0;5.3;0.37
735570;0;5.7;0.41
735571;0;8;0.67
735572;0;8.6;0.74
735573;0;9.4;0.84
735574;0;8.8;0.76
735575;0;7.8;0.64
735576;0;6.8;0.53
735577;0;5.8;0.42
735578;0;8.4;0.71
735579;0;7.7;0.63
735580;0;9.2;0.81
735581;0;9.8;0.88
735582;0;9.4;0.83
735583;0;9;0.78
735584;0;9.5;0.84
735585;1.2;7.9;0.65
735586;4.4;6.9;0.53
735587;46.4;6.3;0.47
735588;0;2.8;0.15
735589;0;6;0.44
735590;0;7.2;0.57
735591;0;7.4;0.59
735592;6.9;7.4;0.59
735593;231.5;7.6;0.61
735594;2.8;6.5;0.49
735595;6.6;7;0.55
735596;33.7;6.6;0.5
735597;0;3.6;0.21
735598;0;5;0.34
735599;0;6.6;0.5
735600;21.4;6.8;0.54
735601;8.6;8.8;0.77
735602;33.4;9.4;0.85
735603;54.9;7.8;0.65
735604;0;6.2;0.47
735605;0;8.6;0.75
735606;0;9.1;0.82
735607;0;14;1.5
735608;0;12.1;1.22
735609;0;10.3;0.98
735610;0.7;8.4;0.73
735611;0;8.9;0.8
735612;9.8;7;0.57
735613;9.9;6.5;0.51
735614;0.2;7.6;0.64
735615;24.9;6.1;0.47
735616;49.1;4.2;0.28
735617;26.8;4.4;0.3
735618;47.7;4.6;0.32
735619;0;3.2;0.19
735620;10.1;5.6;0.42
735621;41.6;6.5;0.52
735622;0.1;5.1;0.37
735623;0;5.3;0.39
735624;0;8.5;0.77
735625;0;9.8;0.94
735626;2.2;7.4;0.64
735627;44.6;5.2;0.39
735628;23.7;5.4;0.41
735629;0;3.4;0.21
735630;18.6;6;0.48
735631;16;5.6;0.44
735632;0;3.4;0.22
735633;13;3.4;0.22
735634;0.4;4;0.27
735635;108.1;8.1;0.74
735636;34.1;7.4;0.65
735637;0.5;5.4;0.42
735638;104.6;6.8;0.58
735639;184.3;7.5;0.67
735640;0.9;3.2;0.2
735641;87.6;5.4;0.43
735642;69;9.2;0.91
735643;79;9.2;0.91
735644;0.1;9.9;1.01
735645;13.9;5.4;0.43
735646;0;4;0.28
735647;0.5;4.8;0.37
735648;9.5;5;0.39
735649;0.1;5.6;0.46
735650;0;5.5;0.45
735651;7.6;5.7;0.48
735652;0;4.8;0.38
735653;0;10.2;1.09
735654;30.3;5.2;0.42
735655;0;5.8;0.49
735656;0;5.8;0.5
735657;0;6.6;0.6
735658;0;7.8;0.76
735659;20.7;8;0.79
735660;33.7;8.3;0.83
735661;12.6;6.1;0.54
735662;0;5;0.41
735663;0;8.4;0.86
735664;0;10.6;1.19
735665;0;10;1.1
735666;0;12.4;1.49
735667;0;9.5;1.03
735668;0;9.3;1
735669;0;9.3;1.01
735670;0;8.4;0.88
735671;0.8;7;0.68
735672;0;7.1;0.7
735673;0;8;0.83
735674;0;11.4;1.36
735675;0;12.8;1.61
735676;0;11.8;1.44
735677;0;11.8;1.45
735678;0;10;1.15
735679;0;9.6;1.09
735680;3.2;8.1;0.86
735681;0.1;6;0.57
735682;0;8;0.85
735683;0;8.8;0.98
735684;1.4;5.6;0.52
735685;0;6;0.57
735686;35.4;4.7;0.41
735687;6;5;0.45
735688;1.3;6.1;0.59
735689;0;10;1.19
735690;0;11.4;1.44
735691;55.8;7.3;0.77
735692;32.8;4.5;0.39
735693;0;7.2;0.76
735694;0;9.6;1.14
735695;0;14.1;1.97
735696;0;15.6;2.28
735697;0;17;2.58
735698;0;17.4;2.67
735699;0;18.6;2.94
735700;0;18;2.82
735701;0;12.6;1.71
735702;0;13.9;1.97
735703;0;16.5;2.52
735704;0;14.4;2.08
735705;0;14.6;2.13
735706;0;16.4;2.52
735707;0;15;2.23
735708;0;10.8;1.41
735709;65.9;8.7;1.04
735710;78.4;7.8;0.9
735711;0;9.6;1.2
735712;0;10.2;1.31
735713;0.3;9.1;1.12
735714;0;8.6;1.04
735715;0;12;1.66
735716;0;13.8;2.03
735717;0;14.4;2.16
735718;0;15.9;2.49
735719;0;16.6;2.65
735720;0;17;2.75
735721;0;17.8;2.94
735722;0;16.6;2.67
735723;0;16;2.54
735724;0;17.4;2.87
735725;0;18.6;3.16
735726;0;18.7;3.19
735727;0;18;3.03
735728;0;18.6;3.18
735729;0;19.4;3.38
735730;0;20.8;3.74
735731;0;21;3.8
735732;0;20;3.55
735733;0;17.4;2.93
735734;0;17.6;2.98
735735;0;13.8;2.12
735736;0;13.4;2.04
735737;0;15.2;2.44
735738;0;14.2;2.22
735739;0;11.6;1.67
735740;29.7;10.2;1.4
735741;0.3;10;1.36
735742;0;9.8;1.33
735743;0;10.6;1.48
735744;0;10.4;1.45
735745;0;11.4;1.65
735746;0;11.8;1.73
735747;1.8;10.3;1.43
735748;0;14;2.21
735749;0;14.8;2.39
735750;0;14.8;2.4
735751;4;12.6;1.91
735752;0;15;2.45
735753;0;17.8;3.12
735754;0;16.4;2.78
735755;0;17.4;3.03
735756;0;16.7;2.86
735757;0;14.4;2.32
735758;0;15.2;2.51
735759;0;16.4;2.79
735760;0;16.7;2.87
735761;0;20.6;3.85
735762;0;21.6;4.12
735763;0;23.7;4.7
735764;0;24;4.79
735765;0;23.1;4.54
735766;0;18.8;3.4
735767;0;17.6;3.1
735768;0;17.8;3.15
735769;0;17.6;3.1
735770;0;15.2;2.52
735771;0;14.6;2.38
735772;0;13.2;2.07
735773;0.5;14.6;2.38
735774;22.7;12.9;2
735775;0;15;2.47
735776;0;16.2;2.76
735777;0;19.2;3.5
735778;0;19.8;3.65
735779;0;17.8;3.14
735780;0;18.1;3.22
735781;0;18;3.19
735782;0;13.6;2.15
735783;0;15.2;2.51
735784;0;19.2;3.49
735785;0;19.6;3.59
735786;0;16.8;2.88
735787;0;18.3;3.25
735788;0;21;3.94
735789;0;22.2;4.26
735790;0;21.8;4.14
735791;0;22.8;4.41
735792;0;22.8;4.4
735793;0;22.6;4.34
735794;0;23.4;4.56
735795;0;24;4.71
735796;0;26;5.27
735797;0;26.6;5.43
735798;0;22.4;4.26
735799;0;17.6;3.03
735800;0;17.8;3.07
735801;0;21;3.87
735802;0;23;4.39
735803;0;22.3;4.2
735804;0;21.4;3.96
735805;0;20.6;3.74
735806;0;21.7;4.02
735807;0;21.8;4.04
735808;0;20.8;3.77
735809;0;21.6;3.97
735810;0;21.2;3.86
735811;0;19.9;3.52
735812;0;16.1;2.61
735813;0;17;2.81
735814;0;19.6;3.43
735815;0;20.8;3.72
735816;0;22.2;4.06
735817;0;23.6;4.42
735818;0;24.1;4.54
735819;0;23.7;4.42
735820;0;22.8;4.18
735821;0;22.4;4.07
735822;0;22.2;4.01
735823;0;22.8;4.15
735824;0;21.8;3.89
735825;0;21;3.68
735826;0;22;3.92
735827;0;22.7;4.08
735828;0;22.5;4.02
735829;0;23;4.14
735830;0;19.2;3.2
735831;0;21;3.62
735832;0;21.6;3.75
735833;0;20.4;3.46
735834;0;20.9;3.56
735835;0;21.5;3.7
735836;0;22.8;4.01
735837;0;23;4.04
735838;0;25.2;4.58
735839;0;25.9;4.75
735840;0;24.1;4.28
735841;0;23;4
735842;0;22.6;3.89
735843;0;24.8;4.42
735844;0;25;4.45
735845;0;22.5;3.83
735846;0;21.6;3.6
735847;0;21;3.45
735848;0;19.6;3.12
735849;0;18.8;2.94
735850;0;18.7;2.91
735851;0;19;2.96
735852;0;20.3;3.24
735853;0;17.8;2.69
735854;0;18.2;2.76
735855;0;19.6;3.06
735856;0;19;2.92
735857;0;17.4;2.57
735858;0.9;19.2;2.94
735859;30.1;15.8;2.23
735860;3;16.2;2.3
735861;0;16.6;2.37
735862;0;18.2;2.69
735863;1.4;18.6;2.77
735864;0;16;2.23
735865;11.3;14.4;1.92
735866;5;14.2;1.87
735867;10;14.2;1.87
735868;0.1;15.4;2.09
735869;38.3;15.5;2.1
735870;0;16.5;2.28
735871;1.7;15.4;2.06
735872;0;16.8;2.33
735873;0;18.2;2.59
735874;0;19;2.75
735875;0;18.2;2.58
735876;0;17.6;2.45
735877;0;16.8;2.29
735878;0;14.2;1.8
735879;0;15.8;2.08
735880;0;15.3;1.98
735881;0;16.1;2.12
735882;13.6;14.4;1.81
735883;14;17;2.28
735884;13.5;11.4;1.29
735885;10.1;10.8;1.2
735886;40.1;10.9;1.21
735887;9.5;12.8;1.51
735888;0.2;15;1.88
735889;0;18;2.42
735890;0;19.5;2.7
735891;0;22.8;3.35
735892;0;21.5;3.07
735893;0;21.1;2.98
735894;0;20.8;2.91
735895;0;17.6;2.3
735896;0;18.2;2.4
735897;0;19.8;2.69
735898;0;16.8;2.13
735899;0;16.2;2.02
735900;0;16.6;2.08
735901;0;17;2.15
735902;0;19;2.5
735903;0;15.7;1.91
735904;0;15.3;1.83
735905;0;14.1;1.63
735906;13.3;11.8;1.26
735907;68.8;9;0.86
735908;0;6.7;0.57
735909;0;7;0.6
735910;45.8;9.9;0.98
735911;28;9.2;0.88
735912;8.1;6.8;0.57
735913;0.3;6;0.48
735914;58.6;8.6;0.79
735915;17.1;9.7;0.93
735916;13.8;11.6;1.2
735917;82.1;9.7;0.93
735918;0.6;8.5;0.77
735919;0;7.1;0.6
735920;0;6.4;0.51
735921;0;7.7;0.66
735922;0;11.9;1.22
735923;0;12;1.23
735924;0;14.9;1.67
735925;0;14.2;1.56
735926;3.1;13;1.37
735927;11.1;10.5;1.01
735928;1.3;9.9;0.93
735929;19.4;9.4;0.86
735930;57.1;7.8;0.66
735931;46;7.2;0.59
735932;7.6;6.6;0.52
735933;0;7.2;0.59
735934;0;9.6;0.88
735935;6.5;7;0.57
735936;0;5.4;0.39
735937;0;5.3;0.38
735938;0;4.6;0.31
735939;0;4.1;0.26
735940;0;2.9;0.16
735941;0;5;0.35
735942;0;5.2;0.37
735943;0;6;0.45
735944;0;7.8;0.65
735945;0;7;0.56
735946;31.8;7.7;0.64
735947;6;4.2;0.27
735948;0;4.8;0.33
735949;2.3;5.8;0.43
735950;0;7;0.56
735951;0;9;0.79
735952;0;10.2;0.95
735953;0;10.7;1.01
735954;0;7.5;0.61
735955;0;7;0.56
735956;0;7.8;0.65
735957;0;7.2;0.58
735958;0;6.2;0.47
735959;0;5.8;0.43
735960;0;4.2;0.27
735961;0;6.4;0.49
735962;0;3.2;0.19
735963;0;3.7;0.23
735964;0;5;0.35
735965;0;6.6;0.46
735966;0;6.4;0.44
735967;0;9.2;0.76
735968;0;10.2;0.88
735969;0;6.8;0.48
735970;0;5.3;0.33
735971;0;5.8;0.38
735972;0;6.4;0.44
735973;0;7.7;0.59
735974;0;11.6;1.08
735975;0;10.2;0.89
735976;0;9.8;0.84
735977;0;9.4;0.79
735978;0;10.6;0.95
735979;0;7.5;0.57
735980;29.9;5.1;0.32
735981;0;3.2;0.16
735982;64.2;4;0.23
735983;37;2.6;0.12
735984;23.2;1.9;0.07
735985;3.3;2.4;0.11
735986;0;3.4;0.18
735987;0;4.6;0.28
735988;0;3.6;0.2
735989;0;6;0.42
735990;0;7;0.53
735991;0;7.4;0.57
735992;0;7.2;0.55
735993;6.2;6.4;0.47
735994;21.5;7.4;0.58
735995;86.4;5;0.32
735996;0;2.6;0.12
735997;16.2;3.6;0.2
735998;6.5;4;0.23
735999;11.7;2.1;0.09
736000;0;1.1;0.03
736001;0;1.4;0.05
736002;7.5;1.4;0.05
736003;0;2.4;0.11
736004;0;5.2;0.35
736005;0;5;0.33
736006;0.7;5.6;0.4
736007;6.6;4.2;0.26
736008;0;5.4;0.38
736009;6.8;6;0.44
736010;33.4;6.2;0.47
736011;0;4.4;0.28
736012;7.4;3;0.16
736013;0;5.2;0.36
736014;0;6;0.45
736015;0;5.2;0.37
736016;3.4;4.5;0.3
736017;0;5.8;0.43
736018;0;6.6;0.53
736019;0;5;0.35
736020;0;4.7;0.32
736021;0;7.9;0.7
736022;0;7.4;0.63
736023;0;8;0.71
736024;0;9.7;0.95
736025;0;12.1;1.33
736026;0;12.7;1.43
736027;0;11.8;1.29
736028;0;7.8;0.7
736029;0;10.7;1.12
736030;0;10.6;1.11
736031;0;12.4;1.41
736032;0;11.3;1.23
736033;0;12.3;1.4
736034;0;13.4;1.59
736035;0;11.2;1.22
736036;0;8.9;0.87
736037;0;8.8;0.86
736038;0;7.2;0.64
736039;0;7;0.62
736040;26.4;4.4;0.31
736041;2.7;3.6;0.23
736042;24.4;6;0.5
736043;11.6;5.1;0.39
736044;11;5.2;0.4
736045;37.4;5.6;0.45
736046;3;5.3;0.42
736047;0.1;3.2;0.2
736048;0;4.6;0.34
736049;0;5.6;0.46
736050;0;10.2;1.12
736051;0;14.5;1.9
736052;0;14.3;1.86
736053;0;14.4;1.89
736054;0;17.9;2.62
736055;0;18.2;2.69
736056;0;15.6;2.15
736057;0;15.4;2.11
736058;0.2;16.1;2.26
736059;0;13.2;1.69
736060;1.7;10;1.12
736061;0;8.6;0.9
736062;2.4;7.6;0.75
736063;1.8;8.6;0.91
736064;0;9.4;1.04
736065;8.1;7.5;0.74
736066;0;8.6;0.91
736067;0;13.5;1.79
736068;0.1;13;1.7
736069;5.3;10.7;1.28
736070;2.1;9.4;1.06
736071;0;11.4;1.41
736072;0;10.8;1.31
736073;0;10;1.17
736074;0;12;1.53
736075;0;12.8;1.69
736076;0;12;1.54
736077;0;12.8;1.7
736078;0;12.7;1.69
736079;0.9;10.4;1.26
736080;59.2;9.4;1.09
736081;4.1;8.9;1
736082;0;10.8;1.34
736083;0;11.2;1.42
736084;0;13.2;1.82
736085;0;15.8;2.38
736086;0;18.5;3.01
736087;0;18.1;2.92
736088;1.6;16.2;2.49
736089;0.1;12.4;1.68
736090;0;13.4;1.88
736091;0;17;2.69
736092;0;12.9;1.79
736093;0;17.4;2.8
736094;0;19.7;3.37
736095;0;20.2;3.51
736096;0;21.9;3.96
736097;0;24.5;4.69
736098;0;24.4;4.67
736099;0;16.8;2.69
736100;0;18.4;3.08
736101;0;19.4;3.34
736102;0;19.8;3.45
736103;0;16.1;2.54
736104;0;14.2;2.11
736105;0;13.2;1.9
736106;0;13.8;2.03
736107;0;14.1;2.1
736108;1;11.4;1.54
736109;0;12.5;1.76
736110;0;16.1;2.57
736111;0;17;2.79
736112;0;17.9;3.02
736113;0;17.8;3
736114;0;18.4;3.16
736115;0;18.4;3.16
736116;17.9;17.8;3.01
736117;0;18.2;3.12
736118;0;21.4;3.97
736119;0;19.6;3.49
736120;0;22.4;4.25
736121;0;21.7;4.06
736122;0;22.4;4.26
736123;0;20;3.6
736124;0;20.4;3.72
736125;0;19.2;3.4
736126;1.1;13.2;1.95
736127;11.4;12.8;1.86
736128;0;12.3;1.76
736129;7.4;12.4;1.78
736130;10.5;12;1.69
736131;0;15.3;2.43
736132;0;18.8;3.3
736133;0;19;3.36
736134;0;20.6;3.79
736135;0;22.6;4.34
736136;0;22.2;4.23
736137;0;19.6;3.52
736138;0;17;2.85
736139;0;17.5;2.97
736140;0;19.5;3.49
736141;0;23;4.46
736142;0;27.4;5.83
736143;0;26.8;5.61
736144;0;26.6;5.53
736145;0;25;5.04
736146;0;22.4;4.28
736147;0;21;3.88
736148;0;23.4;4.56
736149;0;24.7;4.93
736150;0;25.8;5.26
736151;0;29.2;6.36
736152;0;28.8;6.24
736153;0;26.4;5.43
736154;0;26.2;5.36
736155;0;23.6;4.59
736156;0;23.9;4.67
736157;0;25.1;5.01
736158;0;26.2;5.34
736159;0;25.6;5.15
736160;0;27;5.6
736161;0;26;5.26
736162;0;26;5.25
736163;0;23.8;4.6
736164;0;24.1;4.67
736165;0;25;4.93
736166;0;25.8;5.16
736167;0;26;5.21
736168;0;25.6;5.08
736169;0;23.7;4.52
736170;0;23;4.32
736171;0;24.8;4.82
736172;0;26.2;5.22
736173;0;27.6;5.68
736174;0;26.7;5.36
736175;0;23.8;4.5
736176;0;21;3.73
736177;0;22.2;4.04
736178;0;23.8;4.47
736179;0;25.4;4.91
736180;0;23.4;4.34
736181;0;26.4;5.18
736182;0;26.9;5.34
736183;0;26.7;5.25
736184;0.6;24.8;4.69
736185;0;27.4;5.47
736186;0;27.3;5.42
736187;0;26;4.99
736188;0;26.4;5.09
736189;0;22.4;3.98
736190;0;19.6;3.25
736191;0;18.4;2.96
736192;0;19.8;3.29
736193;0;20.2;3.38
736194;0;20.2;3.37
736195;0;21.4;3.66
736196;0;24.8;4.54
736197;0;23.6;4.21
736198;0;19.5;3.16
736199;1;17.2;2.62
736200;0;17.2;2.61
736201;0;19.5;3.13
736202;0;21;3.49
736203;0;22.1;3.75
736204;0;24.5;4.36
736205;0;25;4.48
736206;0.1;25.4;4.57
736207;0;22.4;3.78
736208;0;19.8;3.14
736209;0;18.3;2.79
736210;0;15;2.07
736211;0;15.3;2.12
736212;0;17.8;2.65
736213;0;17.8;2.64
736214;43.2;17.8;2.63
736215;0;18;2.67
736216;0;19.2;2.93
736217;0;20;3.1
736218;0;20.2;3.14
736219;0;19.8;3.03
736220;0;17.2;2.45
736221;0;16.5;2.3
736222;0;14.8;1.95
736223;17.9;14;1.79
736224;5.1;13;1.6
736225;0;14.7;1.91
736226;0;18.4;2.66
736227;0;19;2.78
736228;0;20.1;3.01
736229;0;20;2.98
736230;0;19.2;2.8
736231;0;17.3;2.39
736232;0;17.1;2.34
736233;2.2;17.2;2.35
736234;0;17.8;2.47
736235;0;17.2;2.34
736236;16.2;14.9;1.88
736237;0;14.2;1.75
736238;0;16;2.08
736239;0;18;2.47
736240;0;17;2.26
736241;0;20;2.86
736242;3.8;17.2;2.28
736243;12.6;14.8;1.82
736244;0;13.8;1.63
736245;0;12.8;1.46
736246;0;13.8;1.62
736247;1.8;13.7;1.6
736248;20;13.6;1.58
736249;23.5;12.6;1.4
736250;3.8;13.4;1.53
736251;1.1;14;1.63
736252;0;14.2;1.66
736253;0;15.3;1.85
736254;40.2;15.8;1.93
736255;36.8;14.2;1.64
736256;5.1;13.1;1.45
736257;6.1;13.6;1.53
736258;0;14.6;1.69
736259;0;14.1;1.6
736260;0;14.4;1.65
736261;0;13.6;1.51
736262;3.4;12.6;1.34
736263;2.9;13.6;1.5
736264;13;10.8;1.06
736265;0;10;0.94
736266;0;12;1.23
736267;0;13.2;1.42
736268;0;13.2;1.41
736269;31.6;11;1.07
736270;39.9;8.2;0.69
736271;22.4;11.4;1.12
736272;0;11.2;1.09
736273;0.1;13.4;1.42
736274;0;15.3;1.73
736275;0;16.2;1.87
736276;0;15.6;1.77
736277;0;14.2;1.53
736278;0;14.4;1.56
736279;0;13.6;1.43
736280;0;12.6;1.27
736281;0;11.4;1.09
736282;0;10.6;0.98
736283;0;11.1;1.04
736284;0;11;1.03
736285;0;12.2;1.2
736286;0;11.8;1.14
736287;0;11.4;1.08
736288;0;14;1.46
736289;1.3;9.6;0.83
736290;0;4.8;0.3
736291;0;3.6;0.19
736292;0;3.4;0.18
736293;0;6.4;0.45
736294;0;9;0.75
736295;0;9;0.74
736296;0;8.1;0.64
736297;0;8.6;0.69
736298;0;9;0.74
736299;0;9.6;0.81
736300;0.7;11;0.99
736301;0;12;1.13
736302;0;12;1.13
736303;0;11.8;1.1
736304;0;9.7;0.82
736305;0;8.8;0.71
736306;0;10.3;0.89
736307;0;10.2;0.88
736308;0;9.6;0.8
736309;0;9.8;0.83
736310;0;8.8;0.71
736311;0.3;9.4;0.78
736312;0;11.2;1.01
736313;0;11.4;1.03
736314;0;13.6;1.34
736315;0;11.6;1.06
736316;0;11.6;1.06
736317;0;13.1;1.27
736318;0;11;0.98
736319;0;10.8;0.95
736320;0;11.1;0.99
736321;0;8;0.61
736322;0;7.3;0.53
736323;0;7.6;0.57
736324;0;8.8;0.7
736325;0;7.6;0.57
736326;0;9.8;0.83
736327;17.6;7.7;0.58
736328;0;6.8;0.48
736329;7.3;10.1;0.87
736330;4.4;10.4;0.92
736331;27.8;9.2;0.77
736332;63.7;9.8;0.85
736333;98.5;10.2;0.9
736334;77.9;6.6;0.48
736335;0.9;4.8;0.3
736336;2.7;7.9;0.62
736337;0;8.2;0.66
736338;24.5;8.2;0.66
736339;6.5;8;0.64
736340;71.9;8.4;0.68
736341;0.1;5.9;0.41
736342;0;8.5;0.7
736343;0;8.2;0.66
736344;3.3;4.2;0.25
736345;0;4.6;0.29
736346;0;5.2;0.34
736347;0;7;0.53
736348;0;4.4;0.27
736349;23.4;7.4;0.58
736350;0;8.2;0.67
736351;0;9.7;0.86
736352;0;10.8;1.01
736353;0;11.2;1.07
736354;0;9.8;0.88
736355;1;6.9;0.53
736356;0;5.6;0.39
736357;0;5.2;0.35
736358;8.5;5.2;0.35
736359;0;6.1;0.45
736360;0;7.4;0.59
736361;0;11.2;1.1
736362;0;10.4;0.99
736363;0;7.8;0.65
736364;0;8.2;0.7
736365;0;9.4;0.86
736366;1.4;9.8;0.91
736367;26.5;7.6;0.63
736368;0;5.6;0.4
736369;17.3;6;0.45
736370;42.6;8.4;0.74
736371;53.6;9.2;0.85
736372;51.8;8.6;0.77
736373;88.9;8.8;0.8
736374;53.5;5;0.35
736375;0.2;2.5;0.13
736376;0;1.1;0.04
736377;0;1.1;0.04
736378;26.7;3.4;0.2
736379;0.1;3.5;0.21
736380;0;5.8;0.44
736381;0;7.4;0.64
736382;0;8.4;0.77
736383;0;7.2;0.61
736384;11.7;4.9;0.35
736385;0;5.4;0.41
736386;56.9;4.4;0.3
736387;9.7;3.4;0.21
736388;0.7;2.3;0.12
736389;0;5.4;0.41
736390;0;6.2;0.51
736391;0;8.6;0.82
736392;0;8.4;0.79
736393;0;8;0.74
736394;3.8;3.7;0.24
736395;0;4.3;0.3
736396;19.9;2.6;0.14
736397;0;3.8;0.25
736398;1;4.6;0.34
736399;0;5;0.38
736400;0;4.4;0.32
736401;0;5.4;0.43
736402;0;7.2;0.66
736403;0;7.7;0.73
736404;2.2;5.5;0.44
736405;10.1;7;0.64
736406;0;7;0.64
736407;0;7.8;0.75
736408;9.2;7.1;0.66
736409;9.4;5.8;0.49
736410;31.4;6.4;0.57
736411;10.2;5.7;0.48
736412;0.3;6.3;0.56
736413;0;6.7;0.61
736414;0;9.2;0.98
736415;0;9.2;0.98
736416;5.5;7.5;0.73
736417;0;7;0.66
736418;0;10;1.12
736419;0;12.6;1.58
736420;0;5;0.41
736421;0;5.4;0.46
736422;0;8.1;0.83
736423;2.8;7.7;0.77
736424;144.5;6.4;0.59
736425;0;6.2;0.57
736426;0;9;0.98
736427;0;12.1;1.52
736428;0;9.6;1.09
736429;0;9.9;1.14
736430;35.2;7.4;0.75
736431;14.3;8.4;0.9
736432;33.5;9;1
736433;8;8.6;0.94
736434;0;10.8;1.32
736435;0.8;12;1.54
736436;5.6;11;1.36
736437;16.1;11.6;1.47
736438;0;13;1.75
736439;8.6;10.4;1.26
736440;20.6;8.9;1.01
736441;0;9.4;1.1
736442;0;12.3;1.63
736443;0;12.8;1.73
736444;0;14.4;2.06
736445;0;13.6;1.9
736446;0;14.4;2.07
736447;0;13.6;1.91
736448;0;13.4;1.88
736449;0;13;1.8
736450;0;15.4;2.31
736451;0;14.7;2.17
736452;0;14.8;2.19
736453;0;18.4;3.03
736454;0.1;17.2;2.75
736455;0.6;14;2.04
736456;25.2;11.6;1.55
736457;7.9;10.3;1.3
736458;26;10;1.25
736459;17.5;8.8;1.04
736460;24.8;9.2;1.11
736461;23.6;9;1.08
736462;42.2;8.3;0.96
736463;15;8.6;1.01
736464;0;8.9;1.07
736465;0;9.2;1.12
736466;0;9.5;1.18
736467;0;9.8;1.24
736468;0;10.1;1.3
736469;0;10.4;1.36
736470;0;10.7;1.42
736471;0;11;1.48
736472;0;11.3;1.54
736473;0;11.6;1.6
